IDDOC,LINENO,SP5179,SP8035,SP5180,SP5181,SP5182,SP5183,SP5184,SP5185,SP5186,SP8915,SP8916
"2UE3G1",47,"8A1","1JE1",0,425,1059.95,0.0,0.0,0.01,1059.96,0,0
"2UE3G1",49,"7F1","16W1",0,1291,6106.43,0.0,0.0,0.01,6106.44,0,0
"2UE3G1",32,"691","ZC1",0,2296,5396.0,0.0,0.0,0.01,5396.01,27067,1916
"2UE3G1",50,"7W1","1G01",8466,2871,8182.35,230.85,3320.59,0.01,11733.8,8466,2440
"2UE3G1",33,"L","XW1",0,619,1918.9,0.0,0.0,0.01,1918.91,45544,727
"2UE3G1",38,"14","Y61",43594,1539,7156.35,0.0,0.0,0.01,7156.36,43594,1539
"2UE3G1",56,"881","1K91",23633,1652,6525.4,0.0,0.0,0.01,6525.41,23633,1652
"2UE3G1",34,"6Q1","11J1",0,1247,4426.85,0.0,0.0,0.01,4426.86,0,1530
"2UE3G1",45,"H","YP1",19361,614,2314.78,0.0,0.0,0.01,2314.79,19361,614
"2UE3G1",52,"5H","1121",4029,1347,5778.63,0.0,0.0,0.01,5778.64,4259,1315
"2UE3G1",41,"G","YB1",83706,1763,5518.19,0.0,600.0,0.01,6118.2,21487,1604
"2UE3G1",48,"7R1","1EJ1",9470,1934,6498.24,0.0,0.0,0.01,6498.25,8626,1571
"2UE3G1",43,"3I","YE1",58778,700,2695.0,0.0,0.0,0.01,2695.01,58778,700
"2UE3G1",35,"3X","1011",0,2210,6254.3,0.0,0.0,0.01,6254.31,52523,2053
"2UE3G1",36,"2C","YG1",0,1228,6287.36,0.0,0.0,0.01,6287.37,76276,907
"2UE3G1",54,"5I","19L1",13588,1639,7014.92,0.0,0.0,0.01,7014.93,13588,1639
"2UE3G1",53,"5M","1151",0,1643,7048.47,0.0,0.0,0.01,7048.48,81449,1546
"2UE3G1",51,"1Z","1091",119057,1365,4531.8,0.0,0.0,0.01,4531.81,119057,1365
"2UE3G1",42,"Q","YE1",0,1126,4335.1,0.0,0.0,0.01,4335.11,324515,1219
"2UE3G1",46,"6M1","ZE1",33191,1659,5972.4,0.0,0.0,0.01,5972.41,33191,1659
"2UE3G1",37,"X","Y41",89756,731,3106.75,0.0,0.0,0.01,3106.76,89756,731
"2UE3G1",57,"801","1J31",0,927,4635.0,0.0,0.0,0.01,4635.01,0,0
"2UE3G1",39,"4M","YR1",0,1099,4143.23,0.0,0.0,0.01,4143.24,76833,1009
"2UE3G1",55,"781","18G1",14723,1708,4492.04,0.0,0.0,0.01,4492.05,14680,1595
"2UE3G1",40,"2","YM1",34257,1824,6894.72,0.0,1500.0,0.01,8394.73,34257,1824
"2UE3G1",44,"6F1","YU1",21463,1671,5013.0,300.78,2012.53,0.01,7326.32,20613,1504
"2VHZZ1",1,"1U","Z81",44600,1300,6500.0,0.0,0.0,0.01,6500.01,44600,1300
"2VHZZ1",2,"1T","YV1",27200,1800,9000.0,0.0,0.0,0.01,9000.01,27200,1800
"2VHZZ1",3,"55","1041",26982,1361,4159.22,0.0,0.0,0.01,4159.23,26982,1361
"2VHZZ1",4,"15","XX1",0,1275,4462.5,0.0,0.0,0.01,4462.51,57353,1084
"2VHZZ1",5,"32","YO1",172857,2010,11426.85,0.0,0.0,0.01,11426.86,7478,2081
"2VHZZ1",6,"T","Y21",95293,906,4031.7,0.0,0.0,0.01,4031.71,95893,1506
"2VHZZ1",7,"E","YS1",0,979,2819.52,0.0,0.0,0.01,2819.53,39195,978
"2VHZZ1",8,"J","Y51",0,1111,3199.68,0.0,0.0,0.01,3199.69,133716,1098
"2VHZZ1",9,"7","XV1",66953,2245,6465.6,0.0,0.0,0.01,6465.61,66953,2245
"2VHZZ1",10,"8","XV1",21410,0,0.0,0.0,0.0,0.01,0.01,21410,0
"2VHZZ1",11,"K","XZ1",62991,772,2895.0,0.0,0.0,0.01,2895.01,62991,772
"2VHZZ1",12,"44","Y81",0,1986,7944.0,0.0,0.0,0.01,7944.01,56085,1951
"2VHZZ1",13,"N","YA1",67758,1200,3456.0,0.0,0.0,0.01,3456.01,67758,1200
"2VHZZ1",25,"631","1181",29120,1615,7267.5,0.0,0.0,0.01,7267.51,29120,1615
"2VHZZ1",24,"4L","10D1",0,1266,3873.96,0.0,0.0,0.01,3873.97,4989,1242
"2VHZZ1",16,"2Y","YJ1",39239,1779,9784.5,0.0,100.0,0.01,9884.51,39239,1779
"2VHZZ1",14,"1E","Z21",85522,1232,4216.32,0.0,1232.0,0.01,5448.33,85522,1232
"2VHZZ1",15,"6","1A91",10698,1421,7815.5,0.0,0.0,0.01,7815.51,10698,1421
"2VHZZ1",21,"6W1","12K1",10353,1656,4785.84,0.0,0.0,0.01,4785.85,10353,1656
"2VHZZ1",20,"1D","10T1",0,1448,5661.68,0.0,0.0,0.01,5661.69,82482,1097
"2VHZZ1",17,"6I1","ZD1",0,1711,7357.3,0.0,0.0,0.01,7357.31,27443,1828
"2VHZZ1",18,"36","Z71",35358,845,3464.5,0.0,600.0,0.01,4064.51,35358,845
"2VHZZ1",19,"13","1G51",76033,1320,6336.0,0.0,1000.0,0.01,7336.01,6076,1590
"2VHZZ1",23,"6D1","ZK1",20081,1355,4349.55,0.0,0.0,0.01,4349.56,20081,2515
"2VHZZ1",22,"4C","10Z1",0,2586,9775.08,0.0,0.0,0.01,9775.09,898354,2688
"2VHZZ1",26,"1L","YF1",9619,949,3890.9,0.0,1000.0,0.01,4890.91,9619,949
"2VHZZ1",27,"5U1","11C1",29821,1836,4516.56,0.0,90.33,0.01,4606.9,29871,1935
"2VHZZ1",29,"1P","YX1",79614,971,3476.18,0.0,1000.0,0.01,4476.19,79614,971
"2VHZZ1",30,"4M","YR1",0,1365,3931.2,0.0,0.0,0.01,3931.21,78071,1238
"2VHZZ1",37,"S","Y01",31255,1104,4416.0,0.0,0.0,0.01,4416.01,72476,1229
"2VHZZ1",33,"2G","ZA1",68459,1049,3220.43,0.0,0.0,0.01,3220.44,2629,991
"2VHZZ1",32,"49","Z91",19283,1923,5672.85,0.0,0.0,0.01,5672.86,19283,1923
"2VHZZ1",34,"2","YM1",36367,2110,6076.8,0.0,1500.0,0.01,7576.81,36367,2110
"2VHZZ1",31,"1F","Z61",0,1082,3429.94,0.0,0.0,0.01,3429.95,113805,1083
"2VHZZ1",38,"3I","1GD1",59584,806,2377.7,0.0,0.0,0.01,2377.71,59584,806
"2VHZZ1",28,"U","Y71",0,2792,10162.88,0.0,0.0,1.0,10163.88,58647,2019
"2VHZZ1",36,"G","YB1",85595,1889,6214.81,0.0,600.0,0.01,6814.82,23242,1755
"2VHZZ1",35,"B","Z41",88260,640,1888.0,0.0,0.0,0.01,1888.01,88260,640
"2VHZZ1",39,"Q","1GD1",0,1090,3215.5,0.0,0.0,0.01,3215.51,326256,1741
"2VHZZ1",40,"Z","XY1",59494,805,2431.91,169.18,11.83,0.01,2612.93,95052,809
"2VHZZ1",41,"6F1","YU1",23500,2037,6172.11,493.77,621.77,0.01,7287.66,22574,1961
"2VHZZ1",42,"W","YC1",118627,1695,7203.75,0.0,0.0,0.01,7203.76,40527,1612
"2VHZZ1",43,"6P1","12F1",16419,1285,4883.0,0.0,0.0,0.01,4883.01,16419,1285
"2VHZZ1",44,"6U1","12E1",71786,1722,6543.6,0.0,0.0,0.01,6543.61,71786,1722
"2VHZZ1",45,"1G","Y31",46850,904,3326.72,0.0,0.0,0.01,3326.73,46850,904
"2VHZZ1",46,"H","YP1",20209,848,2442.24,0.0,0.0,0.01,2442.25,20209,848
"2VHZZ1",47,"1N","YQ1",47016,1785,6247.5,0.0,0.0,0.01,6247.51,47650,1789
"2VHZZ1",48,"2O","YY1",40965,1944,7776.0,0.0,500.0,0.01,8276.01,40965,1944
"2VHZZ1",49,"3D","YI1",64983,2505,10897.0,0.0,0.0,0.01,10897.01,64983,2505
"2VHZZ1",50,"39","ZH1",47539,1539,7695.0,0.0,0.0,0.01,7695.01,47539,1539
"2VHZZ1",51,"Y","Z11",58470,1765,6212.8,0.0,2000.0,0.01,8212.81,58470,1670
"2VHZZ1",52,"10","YZ1",19347,2273,6591.7,0.0,1000.0,0.01,7591.71,19347,2273
"2VHZZ1",53,"2J","YD1",58582,1485,5865.75,0.0,0.0,0.01,5865.76,58582,1326
"2VHZZ1",54,"2K","Z31",64478,1196,4186.0,0.0,0.0,0.01,4186.01,64478,1068
"2VHZZ1",55,"9","YN1",61418,788,3136.24,0.0,100.0,0.01,3236.25,60758,722
"2VHZZ1",56,"6M1","ZE1",35071,1880,6824.4,0.0,0.0,0.01,6824.41,35071,1880
"2VHZZ1",57,"4V","ZB1",43457,2087,6052.3,300.0,2000.0,0.01,8352.31,43457,2087
"2VHZZ1",58,"I","YT1",10828,1981,6834.45,0.0,0.0,0.01,6834.46,10828,1981
"2VHZZ1",59,"2E","12W1",188445,1880,5978.4,0.0,0.0,0.01,5978.41,19907,1361
"2VHZZ1",60,"3F","1H01",6107,1852,8056.2,0.0,0.0,0.01,8056.21,6107,1852
"2VHZZ1",61,"7L1","1H11",0,1228,3708.56,0.0,0.0,0.01,3708.57,0,0
"2VHZZ1",62,"1V","Y91",99088,996,3685.2,0.0,0.0,0.01,3685.21,58349,886
"2VNQW1",1,"24","ZS1",74828,1651,6108.7,0.0,0.0,0.01,6108.71,4609,1513
"2VNQW1",2,"23","ZT1",73031,1210,4477.0,0.0,0.0,0.01,4477.01,72941,1105
"2VNQW1",3,"1C","10S1",60203,1653,6116.1,0.0,0.0,0.01,6116.11,60306,1507
"2VNQW1",4,"19","10U1",81493,1659,6304.2,0.0,0.0,0.01,6304.21,4353,1577
"2VNQW1",5,"18","10V1",83745,2660,9842.0,0.0,0.0,0.01,9842.01,83977,2517
"2VNQW1",6,"3E","10X1",7452,1905,7048.5,0.0,0.0,0.01,7048.51,7581,1808
"2VNQW1",7,"2I","10Y1",24250,1012,3744.4,0.0,0.0,0.01,3744.41,24318,957
"2VNQW1",8,"6K1","10R1",35665,2864,9221.79,0.0,0.0,0.01,9221.8,35665,2864
"2VNQW1",9,"6C1","10W1",38195,3708,10741.33,0.0,0.0,0.01,10741.34,0,0
"2VNQW1",10,"5L","ZZ1",34744,1350,5400.0,0.0,0.0,0.01,5400.01,34744,1350
"2VNQW1",11,"3Z","ZW1",66286,1637,4714.56,0.0,0.0,0.01,4714.57,66286,1637
"2VNQW1",12,"8G1","1IR1",0,1764,5080.32,0.0,0.0,0.01,5080.33,42322,1247
"2VNQW1",13,"2Z","ZR1",42083,1174,3968.12,395.46,300.0,0.01,4663.59,38949,1142
"2VNQW1",14,"3Y","ZX1",80849,2534,8564.92,0.0,300.0,0.01,8864.93,57293,2270
"2VNQW1",15,"4T","ZY1",40000,1448,4416.4,32.0,0.0,0.01,4448.41,39992,1440
"2VNQW1",16,"6Y1","13D1",17075,1871,8419.5,0.0,0.0,0.01,8419.51,17075,1871
"2VNQW1",17,"8A1","1JE1",0,1532,4600.6,0.0,0.0,0.01,4600.61,1872,0
"2VNQW1",18,"811","1KA1",0,1907,6216.82,0.0,0.0,0.01,6216.83,5307,1906
"2VNQW1",19,"5G","1101",21836,893,2571.84,0.0,0.0,0.01,2571.85,21836,889
"2VNQW1",22,"48","ZM1",0,1946,5838.0,0.0,0.0,0.01,5838.01,29476,1989
"2VNQW1",26,"821","1GZ1",6526,1883,5454.67,0.0,0.0,0.01,5454.68,6526,1883
"2VNQW1",21,"54","ZQ1",130721,1962,5650.56,0.0,158.42,0.01,5808.99,130824,1798
"2VNQW1",25,"40","ZI1",47707,1307,5620.1,0.0,0.0,0.01,5620.11,47707,1307
"2VNQW1",24,"38","ZG1",34334,818,3517.4,0.0,0.0,0.01,3517.41,34334,818
"2VNQW1",20,"46","ZL1",34888,2701,10182.77,0.0,2130.0,0.01,12312.78,23405,2690
"2VNQW1",29,"5O","11A1",35186,1964,7365.0,0.0,0.0,0.01,7365.01,35172,2007
"2VNQW1",28,"641","11F1",19548,1762,6924.66,0.0,0.0,0.01,6924.67,19548,1762
"2VNQW1",30,"6O1","11I1",0,2452,7969.0,873.2,582.5,0.01,9424.71,97415,2305
"2VNQW1",33,"7B1","1E61",19276,1802,6991.76,0.0,300.0,0.01,7291.77,19276,1792
"2VNQW1",23,"3C","ZJ1",65297,1752,6972.96,0.0,0.0,0.01,6972.97,53957,1455
"2VNQW1",27,"651","11G1",68549,1473,5576.63,0.0,0.0,0.01,5576.64,68549,1473
"2VNQW1",31,"731","17D1",16106,2983,7600.0,0.0,0.0,0.01,7600.01,16106,0
"2VNQW1",32,"751","18E1",16761,2055,5918.4,0.0,0.0,0.01,5918.41,16761,2050
"2VNQW1",34,"5X1","11D1",22931,1401,5604.0,0.0,0.0,0.01,5604.01,22931,0
"2VNQW1",40,"7K1","1E81",0,2269,7033.9,0.0,40.9,0.01,7074.81,14901,2257
"2VNQW1",37,"6L1","ZF1",0,1538,4537.1,0.0,0.0,0.01,4537.11,92895,1537
"2VNQW1",39,"611","1051",23878,1744,5336.64,0.0,56.73,0.01,5393.38,23637,1542
"2VNQW1",38,"5V1","1031",15800,1872,5728.32,0.0,68.2,0.01,5796.53,25103,1668
"2VNQW1",36,"6Z1","1781",17305,2321,8819.8,0.0,0.0,0.01,8819.81,17289,2227
"2VNQW1",41,"4Q","1081",0,1163,3558.78,0.0,0.0,0.01,3558.79,3113,1122
"2VNQW1",42,"4O","1021",0,1181,3613.86,0.0,0.0,0.01,3613.87,27502,1067
"2VNQW1",35,"701","1771",15575,2155,8189.0,0.0,0.0,0.01,8189.01,15507,2022
"2VNQW1",43,"59","1061",0,2130,6773.4,0.0,0.0,0.01,6773.41,15642,1945
"2VPE11",1,"7V1","1H41",0,1838,5844.84,0.0,0.0,0.01,5844.85,5346,1773
"2VPE11",2,"1Y","1001",85447,819,3300.57,0.0,0.0,0.01,3300.58,85447,819
"2VPE11",3,"2B","10A1",72011,1325,5962.5,0.0,0.0,0.01,5962.51,72011,1324
"2VPE11",4,"V","10C1",36400,1230,3001.2,0.0,0.0,0.01,3001.21,72889,900
"2VPE11",5,"43","10E1",8085,1318,4019.9,0.0,0.0,0.01,4019.91,2938,1152
"2VPE11",6,"3B","10F1",44884,1235,5187.0,0.0,0.0,0.01,5187.01,44884,1235
"2VPE11",7,"3H","10L1",205313,1558,6076.2,0.0,0.0,0.01,6076.21,205313,1558
"2VPE11",8,"3L","10M1",34848,2084,8127.6,0.0,0.0,0.01,8127.61,34848,2084
"2VPE11",9,"41","10N1",118734,2076,8096.4,0.0,0.0,0.01,8096.41,118734,2076
"2VPE11",10,"4E","10O1",49968,1554,6060.6,0.0,0.0,0.01,6060.61,49968,1554
"2VPE11",11,"6X1","18C1",17376,2049,6269.94,0.0,0.0,0.01,6269.95,17212,2078
"2VPE11",13,"6R1","13F1",22409,1814,5544.49,0.0,0.0,0.01,5544.5,22541,1728
"2VPE11",24,"5M","1151",0,1802,6288.98,0.0,0.0,0.01,6288.99,83251,1802
"2VPE11",25,"5I","19L1",15474,1886,6582.14,0.0,0.0,0.01,6582.15,15474,1886
"2VPE11",28,"881","1K91",24780,1147,3521.29,0.0,0.0,0.01,3521.3,24780,1147
"2VPE11",29,"801","1J31",0,2088,10440.0,0.0,0.0,0.01,10440.01,0,0
"2VPE11",20,"5J","1131",52433,2203,7688.47,0.0,0.0,0.01,7688.48,52420,2187
"2VPE11",23,"5H","1121",5731,1702,6501.64,122.35,0.0,0.01,6624.0,5840,1581
"2VPE11",17,"4R","ZN1",0,2042,6126.0,612.6,347.14,0.01,7085.75,44634,2042
"2VPE11",18,"671","1191",72964,3136,12500.0,0.0,0.0,0.01,12500.01,33500,2304
"2VPE11",16,"5A","10J1",0,1400,4284.0,0.0,0.0,0.01,4284.01,26035,0
"2VPE11",14,"721","13E1",25200,1530,5202.0,0.0,0.0,0.01,5202.01,25200,1530
"2VPE11",12,"661","10K1",43755,2539,9394.0,0.0,1000.0,0.01,10394.01,43755,2539
"2VPE11",27,"781","18G1",16558,1835,5743.55,0.0,0.0,0.01,5743.56,16573,1893
"2VPE11",26,"6G1","18I1",209819,2155,7358.89,0.0,0.0,0.01,7358.9,14153,2147
"2VPE11",22,"4Z","1111",0,3208,11324.24,0.0,0.0,0.01,11324.25,122955,3388
"2VPE11",21,"681","1171",0,968,3378.32,0.0,500.0,1.0,3879.32,0,0
"2VPE11",19,"5K","1141",43562,2560,8960.0,0.0,0.0,0.01,8960.01,41641,2648
"2VPE11",15,"4B","10P1",0,2450,7497.0,0.0,0.0,0.01,7497.01,60958,2381
"2VQP11",1,"691","ZC1",0,2695,7707.7,32.0,0.0,0.01,7739.71,29515,2448
"2VQP11",2,"L","XW1",0,891,2673.0,0.0,0.0,0.01,2673.01,46435,891
"2VQP11",3,"6Q1","11J1",0,2575,7879.5,0.0,0.0,0.01,7879.51,0,1861
"2VQP11",4,"3X","1011",0,2490,8142.3,59.14,0.0,0.01,8201.45,55032,2509
"2VQP11",5,"X","Y41",90743,987,3948.0,0.0,0.0,0.01,3948.01,90743,987
"2VQP11",6,"2C","YG1",0,1192,5673.92,0.0,0.0,0.01,5673.93,77720,1444
"2VQP11",7,"14","Y61",45192,1598,7079.14,0.0,0.0,0.01,7079.15,45192,1598
"2VQP11",8,"7S1","1FG1",8240,2222,8376.94,0.0,0.0,0.01,8376.95,8298,2051
"2VQP11",9,"7W1","1G01",11218,4740,15073.2,0.0,0.0,0.01,15073.21,11218,2752
"2VQP11",10,"5Y1","1161",0,2257,5502.57,0.0,0.0,1.0,5503.57,24460,991
"2WFCI1",1,"5Z1","11E1",0,2092,6024.96,0.0,0.0,0.01,6024.97,290269,2091
"2WFCI1",2,"6N1","11H1",0,2161,6223.68,0.0,0.0,0.01,6223.69,0,2161
"2WFCI1",3,"7R1","1EJ1",11826,2356,9838.66,0.0,0.0,0.01,9838.67,10810,2184
"2WFCI1",4,"1Z","1091",120623,1566,4807.62,0.0,0.0,0.01,4807.63,120623,1566
"2WFCI1",5,"22","10B1",0,1823,5578.38,0.0,0.0,0.01,5578.39,81205,1567
"2WFCI1",6,"831","1H51",5749,2081,6359.54,0.0,0.0,0.01,6359.55,5749,2081
"2WFCI1",7,"11","10H1",21400,1600,4960.0,0.0,0.0,0.01,4960.01,21530,1595
"2WFCI1",8,"7A1","1GQ1",0,2149,6726.37,0.0,0.0,0.1,6726.47,7564,1976
"2WFCI1",9,"30","10I1",100063,1398,4501.56,0.0,0.0,0.01,4501.57,99407,1246
"2WFCI1",10,"841","1IK1",4654,2071,6896.43,0.0,0.0,0.01,6896.44,4631,2048
"2WFCI1",11,"51","10Q1",0,2114,6468.84,0.0,0.0,0.01,6468.85,116153,2021
"2WFCI1",12,"7U1","1KK1",0,1494,4750.62,0.0,0.0,0.01,4750.63,1248,1248
"2WFCI1",13,"6T1","11L1",10126,1921,9605.0,0.0,0.0,0.01,9605.01,10126,1921
"2X6R81",1,"1U","Z81",46100,1500,7500.0,0.0,0.0,0.01,7500.01,46100,1500
"2X6R81",2,"1T","YV1",29600,2400,12000.0,0.0,0.0,0.01,12000.01,29600,2400
"2X6R81",3,"55","1041",28343,1361,4532.13,0.0,0.0,0.01,4532.14,28343,1361
"2X6R81",4,"15","XX1",0,1351,4323.2,0.0,1000.0,0.01,5323.21,58684,1331
"2X6R81",5,"32","YO1",175299,2442,13883.0,0.0,0.0,0.01,13883.01,9887,2409
"2X6R81",6,"T","Y21",96337,1044,4645.8,0.0,0.0,0.01,4645.81,96337,1044
"2X6R81",7,"J","Y51",0,1101,3545.22,0.0,0.0,0.01,3545.23,134804,1088
"2X6R81",8,"8","XV1",21410,0,0.0,0.0,0.0,0.01,0.01,21410,0
"2X6R81",9,"7","XV1",69328,2375,7647.5,0.0,0.0,0.01,7647.51,69358,2375
"2X6R81",10,"E","YS1",0,1228,3954.16,0.0,0.0,0.01,3954.17,40422,1227
"2X6R81",29,"U","Y71",0,3063,11118.69,0.0,0.0,0.01,11118.7,60589,1942
"2X6R81",27,"631","1181",30965,1845,8302.5,0.0,0.0,0.01,8302.51,30965,1845
"2X6R81",30,"1P","YX1",80782,1168,4520.16,0.0,1000.0,0.01,5520.17,80782,1168
"2X6R81",23,"6W1","12K1",11945,1592,5126.24,0.0,0.0,0.01,5126.25,11945,1592
"2X6R81",24,"4C","10Z1",0,2821,8463.0,0.0,0.0,0.01,8463.01,901267,2913
"2X6R81",22,"1D","10T1",0,1228,3610.32,0.0,0.0,0.01,3610.33,83856,1374
"2X6R81",20,"36","Z71",36303,945,3874.5,0.0,600.0,0.01,4474.51,36303,945
"2X6R81",21,"13","1G51",77760,1720,8428.0,0.0,1000.0,0.01,9428.01,7492,1416
"2X6R81",25,"6D1","ZK1",21676,1595,4694.09,0.0,0.0,0.01,4694.1,21676,1595
"2X6R81",12,"44","Y81",0,2139,8400.0,0.0,1000.0,0.01,9400.01,58041,1956
"2X6R81",28,"5U1","11C1",31924,2103,6098.7,121.97,0.0,0.01,6220.68,31924,2053
"2X6R81",26,"4L","10D1",0,1540,5128.2,0.0,0.0,0.01,5128.21,6499,1510
"2X6R81",31,"1F","Z61",115000,1195,5114.6,0.0,0.0,0.01,5114.61,11500,1195
"2X6R81",17,"6","1A91",13034,2336,12848.0,0.0,4598.0,0.01,17446.01,11734,1731
"2X6R81",13,"F","YH1",0,1109,5156.85,0.0,0.0,0.01,5156.86,17134,1364
"2X6R81",18,"2Y","YJ1",41314,2075,11412.5,0.0,100.0,0.01,11512.51,41314,2075
"2X6R81",19,"1L","YF1",10833,1214,4758.88,0.0,1000.0,0.01,5758.89,10833,1214
"2X6R81",15,"O","YL1",0,766,3561.9,0.0,0.0,0.01,3561.91,64645,778
"2X6R81",16,"N","YA1",69221,1463,4710.86,0.0,0.0,0.01,4710.87,69221,1463
"2X6R81",14,"29","YK1",0,1540,7161.0,0.0,0.0,0.01,7161.01,44262,1579
"2X6R81",11,"K","XZ1",63757,766,2872.5,0.0,0.0,0.01,2872.51,63757,766
"2XDCH1",1,"6I1","ZD1",0,1960,8428.0,0.0,0.0,0.01,8428.01,29314,1871
"2XDCH1",2,"4M","YR1",0,1621,5219.62,0.0,0.0,0.01,5219.63,79469,1398
"2XDCH1",3,"2G","ZA1",69671,1212,3720.84,0.0,315.41,0.01,4036.26,3796,1167
"2XDCH1",4,"2","YM1",38459,2092,6736.24,0.0,1500.0,0.01,8236.25,38459,2092
"2XDCH1",5,"B","Z41",89080,820,2697.8,0.0,0.0,0.01,2697.81,89080,820
"2XDCH1",6,"G","YB1",87538,1943,6392.47,0.0,600.0,0.01,6992.48,25039,1797
"2XDCH1",7,"S","Y01",32978,1723,6892.0,0.0,1392.0,0.01,8284.01,73924,1448
"2XDCH1",8,"W","YC1",120324,1697,7212.25,0.0,0.0,0.01,7212.26,42127,1600
"2XDCH1",9,"6P1","12F1",17851,1432,5441.6,0.0,0.0,0.01,5441.61,17851,1432
"2XDCH1",10,"6U1","12E1",73704,1918,7288.4,0.0,0.0,0.01,7288.41,73704,1918
"2XDCH1",11,"1G","Y31",48042,1192,4386.56,0.0,0.0,0.01,4386.57,48042,1192
"2XDCH1",12,"H","YP1",0,1140,3670.8,0.0,0.0,0.01,3670.81,21348,1139
"2XDCH1",13,"1N","YQ1",48915,1899,7501.05,0.0,0.0,0.01,7501.06,49515,1865
"2XDCH1",14,"2O","YY1",528,1899,7596.0,0.0,500.0,0.01,8096.01,528,1899
"2XDCH1",15,"3D","YI1",67536,2553,11106.0,0.0,0.0,0.01,11106.01,67536,2553
"2XDCH1",16,"39","ZH1",49236,1697,8485.0,0.0,0.0,0.01,8485.01,49236,1697
"2XDCH1",17,"Y","Z11",60157,1787,5754.14,0.0,2000.0,0.01,7754.15,60157,1687
"2XDCH1",18,"10","YZ1",21980,2633,8504.59,0.0,1000.0,0.01,9504.6,21980,2633
"2XDCH1",19,"2J","YD1",60053,1648,7086.4,0.0,0.0,0.01,7086.41,60053,1471
"2XDCH1",20,"2K","Z31",65853,1540,5775.0,0.0,0.0,0.01,5775.01,65853,1375
"2XDCH1",21,"9","YN1",62180,762,3040.38,0.0,100.0,0.01,3140.39,61885,1127
"2XDCH1",22,"6M1","ZE1",37146,2075,7511.5,0.0,0.0,0.01,7511.51,37146,2075
"2XDCH1",23,"4V","ZB1",45591,2134,6828.8,0.0,2000.0,0.01,8828.81,45591,2134
"2XDCH1",24,"I","YT1",13040,2212,8516.2,0.0,0.0,0.01,8516.21,12944,2116
"2XDCH1",25,"2E","12W1",190418,1973,6412.25,0.0,0.0,0.01,6412.26,0,0
"2XDCH1",26,"7S1","1FG1",10736,2746,9638.46,0.0,0.0,0.01,9638.47,10645,2347
"2XDCH1",37,"8G1","1IR1",0,1954,6291.88,0.0,0.0,0.01,6291.89,43908,1586
"2XDCH1",31,"1C","10S1",61743,1694,6437.2,0.0,0.0,0.01,6437.21,61850,1544
"2XDCH1",35,"2I","10Y1",25313,1169,4442.2,0.0,0.0,0.01,4442.21,25349,1031
"2XDCH1",42,"8A1","1JE1",3570,1950,5762.25,0.0,0.0,0.01,5762.26,3664,1792
"2XDCH1",48,"38","ZG1",35529,1195,5378.0,0.0,0.0,0.01,5378.01,35529,1195
"2XDCH1",44,"5G","1101",22858,1022,3290.84,0.0,0.0,0.01,3290.85,22858,1022
"2XDCH1",28,"1V","Y91",100894,1226,4658.8,0.0,0.0,0.01,4658.81,59324,975
"2XDCH1",53,"5O","11A1",37414,2228,8355.0,0.0,0.0,0.01,8355.01,37129,1957
"2XDCH1",45,"46","ZL1",38078,3190,12026.3,0.0,2155.0,0.01,14181.31,26319,2914
"2XDCH1",47,"3C","ZJ1",67328,2124,8453.52,0.0,0.0,0.01,8453.53,55637,1680
"2XDCH1",51,"651","11G1",70288,1739,6583.68,0.0,0.0,0.01,6583.69,70288,1739
"2XDCH1",40,"4T","ZY1",41701,1871,5706.55,32.0,0.0,0.01,5738.56,41684,1692
"2XDCH1",27,"3F","1H01",8260,2153,8700.0,0.0,0.0,0.01,8700.01,8260,2153
"2XDCH1",49,"40","ZI1",49392,1685,7582.0,0.0,0.0,0.01,7582.01,49392,1685
"2XDCH1",32,"19","10U1",83328,1859,7250.1,0.0,0.0,0.01,7250.11,5927,1574
"2XDCH1",30,"23","ZT1",74320,1418,5388.4,0.0,0.0,0.01,5388.41,74323,1382
"2XDCH1",38,"2Z","ZR1",43345,1262,4694.64,67.0,300.0,0.01,5061.65,40231,1282
"2XDCH1",41,"6Y1","13D1",18979,1904,8568.0,0.0,0.0,0.01,8568.01,18979,1904
"2XDCH1",34,"3E","10X1",9525,2280,8664.0,0.0,0.0,0.01,8664.01,9565,1984
"2XDCH1",55,"6N1","11H1",2203,1911,5503.68,0.0,0.0,0.01,5503.69,2203,1911
"2XDCH1",43,"811","1KA1",0,2541,7648.41,0.0,565.13,0.01,8213.55,7740,2433
"2XDCH1",36,"5L","ZZ1",36322,1578,6312.0,0.0,0.0,0.01,6312.01,36322,1578
"2XDCH1",29,"24","ZS1",76456,1791,6805.8,0.0,0.0,0.01,6805.81,6263,1654
"2XDCH1",46,"48","ZM1",0,2265,6817.65,0.0,0.0,0.01,6817.66,31775,2299
"2XDCH1",39,"3Y","ZX1",82960,2111,7852.92,699.36,300.0,0.01,8852.29,59480,2187
"2XDCH1",33,"18","10V1",86570,3107,12117.3,0.0,0.0,0.01,12117.31,86662,2685
"2XDCH1",52,"641","11F1",22771,3223,13472.14,0.0,0.0,0.01,13472.15,22479,2931
"2XDCH1",54,"6O1","11I1",0,2292,7219.8,522.75,828.4,0.01,8570.96,99825,2410
"2XDCH1",50,"821","1GZ1",8650,2124,6138.0,0.0,0.0,0.01,6138.01,8650,2124
"2XDCH1",56,"851","1J01",3600,2322,7476.84,0.0,0.0,0.01,7476.85,3600,2322
