IDDOC,SP5177,SP5178,SP5227,SP5228,SP5229,SP5179,SP5180,SP5181,SP5182,SP5183,SP5184,SP5185,SP5186,SP8915,SP8916,SP212
"WS6C","1","","2018-02-28","41E","2018-02-01","0",51951,908,1997.6,0.0,928.0,0.01,2925.61,0,0,"0     0"
"WS6K","1","","2018-02-28","41E","2018-02-01","0",25914,960,2140.8,236.0,0.0,0.01,2376.81,0,0,"0     0"
"WSMW","1","","2018-02-28","41E","2018-02-01","0",21438,732,2232.6,201.0,0.0,70.0,2503.6,0,0,"0     0"
"WV1Z","1","","2018-02-28","41E","2018-02-01","0",5079,951,2092.2,44.0,21.36,1000.0,3157.56,0,0,"0     0"
"WVUH","1","","2018-02-28","41E","2018-02-01","0",30618,779,1713.8,17.0,17.31,1000.0,2748.11,0,0,"0     0"
"WX83","1","","2018-02-23","41E","2018-02-01","0",16637,1320,2904.0,0.0,0.0,1500.0,4404.0,0,0,"0     0"
"YRGA","1","","2018-02-28","41E","2018-02-01","0",28768,1317,3226.65,0.0,0.0,0.01,3226.66,0,0,"0     0"
"YRM7","1","","2018-02-28","41E","2018-02-01","0",78730,710,1739.5,0.0,0.0,0.01,1739.51,0,0,"0     0"
"Z4XL","1","","2018-02-28","41E","2018-02-01","0",6613,1838,4447.96,0.0,0.0,0.01,4447.97,0,0,"0     0"
"U4AL","1","","2018-02-20","41E","2018-02-01","0",35348,879,2461.2,0.0,0.0,0.01,2461.21,0,0,"0     0"
"U4AM","1","","2018-02-20","41E","2018-02-01","0",2677,1100,3080.0,0.0,0.0,0.01,3080.01,0,0,"0     0"
"X02A","1","","2018-02-20","41E","2018-02-01","0",8945,663,1458.6,0.0,0.0,0.01,1458.61,0,0,"0     0"
"X02K","1","","2018-02-23","41E","2018-02-01","0",96907,1107,2435.4,0.0,0.0,0.01,2435.41,0,0,"0     0"
"Z4YK","1","","2018-02-20","41E","2018-02-01","0",31824,804,1969.8,200.0,0.0,0.01,2169.81,0,0,"0     0"
"Z4YR","1","","2018-02-22","41E","2018-02-01","0",3521,983,2408.35,0.0,0.0,0.01,2408.36,0,0,"0     0"
"X02W","1","потери 93 квт","2018-02-28","41E","2018-02-01","0",8156,1127,3268.3,279.0,113.0,0.01,3660.31,0,0,"0     0"
"Z51I","1","","2018-02-22","41E","2018-02-01","0",38548,1329,3256.05,0.0,0.0,0.01,3256.06,0,0,"0     0"
"Z51N","1","","2018-02-28","41E","2018-02-01","0",10150,700,1750.0,0.0,0.0,500.0,2250.0,0,0,"0     0"
"10GMG","1","","2018-02-22","41E","2018-02-01","0",58906,1210,3993.0,0.0,0.0,0.01,3993.01,0,0,"0     0"
"X05P","1","предоплата 3602","2018-02-23","41E","2018-02-01","0",18835,942,2185.44,65.0,23.0,1000.0,3273.44,0,0,"0     0"
"18PKN","1","","2018-02-18","41E","2018-02-01","0",32484,660,1749.0,0.0,54.12,0.01,1803.13,0,0,"0     0"
"10GNY","1","","2018-02-26","41E","2018-02-01","0",43004,1219,4322.57,0.0,0.0,0.01,4322.58,0,0,"0     0"
"10HOA","1","","2018-02-26","41E","2018-02-01","0",14829,1032,3983.52,0.0,0.0,0.01,3983.53,0,0,"0     0"
"Z52F","1","ПРЕВЫШЕНИЕ 441","2018-02-22","41E","2018-02-01","0",5007,1211,2664.2,95.0,1977.0,0.01,4736.21,0,0,"0     0"
"Z53C","1","","2018-02-23","41E","2018-02-01","0",22292,1005,2150.7,0.0,0.0,500.0,2650.7,0,0,"0     0"
"10J05","1","","2018-02-21","41E","2018-02-01","0",40400,912,2407.68,0.0,0.0,0.01,2407.69,0,0,"0     0"
"Z53H","1","","2018-02-28","41E","2018-02-01","0",519,866,2251.6,0.0,0.0,500.0,2751.6,0,0,"0     0"
"Z55C","1","","2018-02-23","41E","2018-02-01","0",30394,954,2404.08,0.0,0.0,0.01,2404.09,0,0,"0     0"
"10J1X","1","","2018-02-28","41E","2018-02-01","0",74384,887,2465.86,0.0,0.0,0.1,2465.96,0,0,"0     0"
"Z55L","1","","2018-02-22","41E","2018-02-01","0",25455,1156,2774.4,0.0,0.0,0.01,2774.41,0,0,"0     0"
"Z55S","1","","2018-02-23","41E","2018-02-01","0",30063,1311,3146.4,0.0,0.0,0.01,3146.41,0,0,"0     0"
"X6K8","1","","2018-02-27","41E","2018-02-01","0",38554,1028,2436.36,0.0,0.0,500.0,2936.36,0,0,"0     0"
"VBW0","1","","2018-02-25","41E","2018-02-01","0",85000,1127,3493.7,80.0,0.0,0.01,3573.71,0,0,"0     0"
"VBW1","1","+320 кВт","2018-02-28","41E","2018-02-01","0",9600,3030,9090.0,0.0,0.0,0.01,9090.01,0,0,"0     0"
"XJTG","1","","2018-02-28","41E","2018-02-01","0",33338,802,1804.5,206.0,0.0,0.01,2010.51,0,0,"0     0"
"X6KV","1","","2018-02-22","41E","2018-02-01","0",30637,903,2618.7,0.0,0.0,150.0,2768.7,0,0,"0     0"
"YRWF","1","","2018-02-28","41E","2018-02-01","0",28141,802,2718.78,0.0,0.0,0.01,2718.79,0,0,"0     0"
"YRWI","1","","2018-02-28","41E","2018-02-01","0",37767,923,2307.5,0.0,0.0,0.01,2307.51,0,0,"0     0"
"YRWK","1","","2018-02-28","41E","2018-02-01","0",52008,1288,3129.84,0.0,0.0,0.01,3129.85,0,0,"0     0"
"XJTM","1","","2018-02-28","41E","2018-02-01","0",25202,866,2104.38,146.0,0.0,0.01,2250.39,0,0,"0     0"
"XJTU","1","","2018-02-23","41E","2018-02-01","0",2625,850,2074.0,0.0,1.0,0.1,2075.1,0,0,"0     0"
"XJTW","1","","2018-02-28","41E","2018-02-01","0",11400,800,1869.6,0.0,19.0,0.01,1888.61,0,0,"0     0"
"XJTY","1","","2018-02-28","41E","2018-02-01","0",0,740,1753.8,0.0,0.0,0.01,1753.81,0,0,"0     0"
"XJU1","1","","2018-02-28","41E","2018-02-01","0",136764,1032,2445.84,0.0,0.0,0.01,2445.85,0,0,"0     0"
"XJU3","1","","2018-02-28","41E","2018-02-01","0",37441,1214,2877.18,0.0,0.0,0.01,2877.19,0,0,"0     0"
"ZKII","1","","2018-02-28","41E","2018-02-01","0",33233,632,1896.0,0.0,0.0,0.01,1896.01,0,0,"0     0"
"ZKIJ","1","","2018-02-28","41E","2018-02-01","0",28992,1125,3375.0,18.0,0.0,0.01,3393.01,0,0,"0     0"
"ZKIK","1","","2018-02-28","41E","2018-02-01","0",54934,1264,3476.0,165.0,0.0,0.01,3641.01,0,0,"0     0"
"ZKIL","1","","2018-02-28","41E","2018-02-01","0",47112,1090,3270.0,0.0,0.0,0.01,3270.01,0,0,"0     0"
"ZKIM","1","","2018-02-28","41E","2018-02-01","0",41924,819,2457.0,0.0,0.0,0.01,2457.01,0,0,"0     0"
"ZKIN","1","","2018-02-28","41E","2018-02-01","0",13237,614,1842.0,0.0,0.0,0.01,1842.01,0,0,"0     0"
"ZKIR","1","","2018-02-27","41E","2018-02-01","0",25338,953,2306.26,23.0,0.0,60.0,2389.26,0,0,"0     0"
"ZKIT","1","","2018-02-23","41E","2018-02-01","0",34876,450,1485.0,0.0,0.0,100.0,1585.0,0,0,"0     0"
"WRNR","1","424-превышение, 287-сапожник","2018-02-20","41E","2018-02-01","0",61330,900,1980.0,424.0,287.0,0.01,2691.01,0,0,"0     0"
"WRNS","1","соседи- 3565","2018-02-20","41E","2018-02-01","0",86160,1005,2291.4,0.0,0.0,0.01,2291.41,0,0,"0     0"
"WRNT","1","","2018-02-20","41E","2018-02-01","0",14657,1010,2302.8,230.0,0.0,0.01,2532.81,0,0,"0     0"
"WRNU","1","соседи 400","2018-02-20","41E","2018-02-01","0",24564,1088,2480.64,0.0,0.0,0.01,2480.65,0,0,"0     0"
"WRNV","1","","2018-02-20","41E","2018-02-01","0",17118,1016,2316.48,232.0,0.0,0.01,2548.49,0,0,"0     0"
"WRNW","1","","2018-02-20","41E","2018-02-01","0",5908,1520,3465.6,172.0,0.0,0.01,3637.61,0,0,"0     0"
"WRNX","1","","2018-02-20","41E","2018-02-01","0",46233,1022,2498.79,0.0,0.0,0.01,2498.8,0,0,"0     0"
"WRNY","1","","2018-02-20","41E","2018-02-01","0",4263,1162,2649.36,132.0,0.0,0.01,2781.37,0,0,"0     0"
"WRNZ","1","соседи 500","2018-02-20","41E","2018-02-01","0",47747,887,1951.4,0.0,0.0,0.01,1951.41,0,0,"0     0"
"1AYOV","1","","2018-03-10","41E","2018-03-01","0",2093,1168,3504.0,0.0,0.0,0.01,3504.01,0,0,"0     0"
"XJTO","1","","2018-03-07","41E","2018-02-01","0",0,873,2069.01,0.0,0.0,0.01,2069.02,0,0,"0     0"
"19PYU","1","","2018-03-15","41E","2018-03-01","0",17651,1014,2230.8,0.0,0.0,1500.0,3730.8,0,0,"0     0"
"18CPN","1","","2018-03-10","41E","2018-02-01","0",62276,1305,2871.0,164.0,0.0,0.01,3035.01,0,0,"0     0"
"18CSA","1","","2018-03-05","41E","2018-02-01","0",34123,945,2816.1,0.0,1347.89,0.01,4164.0,0,0,"0     0"
"Z52I","1","","2018-03-15","41E","2018-03-01","0",36175,827,2315.6,0.0,0.0,0.01,2315.61,0,0,"0     0"
"WS5T","1","СОСЕДИ 159","2018-03-12","41E","2018-02-01","0",38411,970,2134.0,0.0,0.0,0.01,2134.01,0,0,"0     0"
"WS5Z","1","соседи  363","2018-03-12","41E","2018-02-01","0",40063,1132,2490.4,0.0,0.0,0.01,2490.41,0,0,"0     0"
"WS62","1","","2018-02-12","41E","2018-02-01","0",36378,1032,2270.4,0.0,0.0,0.01,2270.41,0,0,"0     0"
"WS67","1","","2018-03-11","41E","2018-02-01","0",22322,1215,3705.75,0.0,0.0,150.0,3855.75,0,0,"0     0"
"18D35","1","","2018-03-10","41E","2018-02-01","0",12579,773,2087.1,0.0,0.0,0.01,2087.11,0,0,"0     0"
"WZ6K","1","","2018-03-09","41E","2018-02-01","0",8896,1018,3054.0,0.0,0.0,0.01,3054.01,0,0,"0     0"
"WZ6T","1","","2018-03-09","41E","2018-02-01","0",15727,1026,3078.0,0.0,2.0,0.01,3080.01,0,0,"0     0"
"WZUM","1","","2018-03-09","41E","2018-02-01","0",78060,1431,3148.2,135.0,0.0,0.01,3283.21,0,0,"0     0"
"WZUO","1","","2018-03-09","41E","2018-02-01","0",0,1082,3246.0,0.0,0.0,0.01,3246.01,0,0,"0     0"
"Z4SP","1","","2018-03-15","41E","2018-02-01","0",14455,1003,2467.38,0.0,0.0,0.01,2467.39,0,0,"0     0"
"Z4Y1","1","","2018-03-15","41E","2018-02-01","0",46902,830,2647.7,0.0,0.0,0.01,2647.71,0,0,"0     0"
"X028","1","","2018-03-10","41E","2018-02-01","0",56010,1097,2409.01,0.0,0.0,0.01,2409.02,0,0,"0     0"
"Z4YD","1","","2018-03-15","41E","2018-02-01","0",12226,1222,3624.45,0.0,0.0,0.01,3624.46,0,0,"0     0"
"X05E","1","","2018-03-12","41E","2018-02-01","0",3527,699,2097.0,690.0,0.0,0.01,2787.01,0,0,"0     0"
"X05F","1","","2018-03-12","41E","2018-02-01","0",2720,1333,3999.0,630.0,0.0,0.01,4629.01,0,0,"0     0"
"X05J","1","","2018-03-09","41E","2018-02-01","0",4735,0,0.0,0.0,0.0,0.01,0.01,0,0,"0     0"
"10YY6","1","","2018-03-12","41E","2018-02-01","0",8449,918,2166.48,217.52,0.0,1000.0,3384.0,0,0,"0     0"
"1AZW5","1","прочее: услуги банка 37,68грн+ перелимит 478 грн","2018-03-12","41E","2018-03-01","0",37183,805,1843.45,0.0,517.9,0.01,2361.36,0,0,"0     0"
"X6JV","1","","2018-03-12","41E","2018-02-01","0",17886,916,2793.8,0.0,0.0,0.01,2793.81,0,0,"0     0"
"19EBN","1","","2018-03-09","41E","2018-03-01","0",5667,932,2292.72,0.0,0.0,0.01,2292.73,0,0,"0     0"
"X6JW","1","","2018-03-10","41E","2018-02-01","0",26823,736,2134.4,0.0,0.0,0.01,2134.41,0,0,"0     0"
"X6JY","1","","2018-03-13","41E","2018-02-01","0",7608,810,2268.0,140.0,44.0,300.0,2752.0,0,0,"0     0"
"XJTF","1","","2018-03-15","41E","2018-02-01","0",2058,1205,3374.0,200.0,66.0,0.01,3640.01,0,0,"0     0"
"XJTR","1","","2018-03-09","41E","2018-02-01","0",53666,959,2109.8,0.0,0.0,0.01,2109.81,0,0,"0     0"
"18OYC","1","прочее - это перелимит 1000 грн","2018-03-21","41E","2018-02-01","0",31230,1167,2800.8,0.0,1000.0,0.01,3800.81,0,0,"0     0"
"18OTR","1","","2018-03-23","41E","2018-02-01","0",31364,970,2444.4,0.0,0.0,0.01,2444.41,0,0,"0     0"
"1AYP2","1","","2018-03-27","41E","2018-03-01","0",48981,900,2466.0,0.0,0.0,685.0,3151.0,0,0,"0     0"
"1AZTH","1","","2018-05-23","41E","2018-03-01","0",10118,1173,2686.17,0.0,0.0,0.01,2686.18,0,0,"0     0"
"1BMD5","1","","2018-03-31","41E","2018-03-01","0",137889,890,2109.3,0.0,0.0,0.01,2109.31,0,0,"0     0"
"18P0D","1","","2018-04-06","41E","2018-03-01","0",35471,595,1767.15,0.0,0.0,100.0,1867.15,0,0,"0     0"
"18P13","1","","2018-04-02","41E","2018-03-01","0",10916,766,1915.0,0.0,0.0,500.0,2415.0,0,0,"0     0"
"1916I","1","1500 - перелимит","2018-04-20","41E","2018-03-01","0",27244,766,1838.4,0.0,1500.0,0.01,3338.41,0,0,"0     0"
"19Q8I","1","","2018-03-20","41E","2018-03-01","0",23256,964,2207.56,0.0,0.0,0.01,2207.57,0,0,"0     0"
"1916J","1","1500 - перелимит","2018-03-20","41E","2018-03-01","0",32263,1033,2479.2,0.0,1500.0,0.01,3979.21,0,0,"0     0"
"19QB4","1","","2018-03-27","41E","2018-03-01","0",26240,902,2182.84,0.0,23.0,60.0,2265.84,0,0,"0     0"
"19QBI","1","","2018-03-20","41E","2018-03-01","0",36967,792,2217.6,0.0,182.39,0.01,2400.0,0,0,"0     0"
"1BLPZ","1","","2018-05-31","41E","2018-03-01","0",79528,798,1955.1,0.0,284.89,0.01,2240.0,0,0,"0     0"
"19DI8","1","","2018-03-20","41E","2018-03-01","0",62120,790,1738.0,0.0,951.0,0.01,2689.01,0,0,"0     0"
"1B9YK","1","","2018-03-31","41E","2018-03-01","0",6871,258,624.36,0.0,0.0,0.01,624.37,0,0,"0     0"
"1B9YR","1","","2018-03-31","41E","2018-03-01","0",52908,957,2105.4,0.0,0.0,0.01,2105.41,0,0,"0     0"
"1CW9A","1","","2018-03-31","41E","2018-03-01","0",53234,1226,2979.18,0.0,0.0,0.01,2979.19,0,0,"0     0"
"1CW9D","1","","2018-03-31","41E","2018-03-01","0",29049,908,3078.12,0.0,0.0,0.01,3078.13,0,0,"0     0"
"18PAK","1","300грн-охрана, 59.02-комиссии банка 1% и 20% НДС","2018-04-24","41E","2018-03-01","0",48354,516,1319.93,0.0,359.02,0.01,1678.96,0,0,"0     0"
"1CW9R","1","","2018-03-31","41E","2018-03-01","0",26283,1023,2485.89,0.0,0.0,0.01,2485.9,0,0,"0     0"
"11HMS","1","Предоплата  3602 грн.","2018-03-23","41E","2018-03-01","0",19903,1068,2477.76,22.24,0.0,1000.0,3500.0,0,0,"0     0"
"11HMX","1","","2018-03-31","41E","2018-03-01","0",1772,789,2682.6,0.0,0.0,0.01,2682.61,0,0,"0     0"
"11HNC","1","1550 аренда свет за второй квартал","2018-03-02","41E","2018-03-01","0",26796,882,1966.86,217.0,0.0,1500.0,3683.86,0,0,"0     0"
"11HNE","1","","2018-03-02","41E","2018-03-01","0",22234,796,2427.8,219.0,0.0,70.0,2716.8,0,0,"0     0"
"Z4SU","1","","2018-03-22","41E","2018-03-01","0",47838,686,1754.79,0.0,0.0,0.01,1754.8,0,0,"0     0"
"1BMEW","1","","2018-03-31","41E","2018-03-01","0",11019,1419,4257.0,0.0,0.0,0.01,4257.01,0,0,"0     0"
"Z4YM","1","","2018-03-20","41E","2018-03-01","0",32434,610,1616.5,186.0,0.0,0.01,1802.51,0,0,"0     0"
"Z4YX","1","","2018-03-20","41E","2018-03-01","0",4307,786,1925.7,0.0,0.0,0.01,1925.71,0,0,"0     0"
"1AZPK","1","","2018-03-23","41E","2018-03-01","0",98677,1770,4053.3,0.0,0.0,0.01,4053.31,0,0,"0     0"
"1BMC1","1","","2018-03-29","41E","2018-03-01","0",3695,1070,2610.8,0.0,0.0,0.1,2610.9,0,0,"0     0"
"10GMF","1","1000- ПЕРЕЛИМИТ","2018-03-21","41E","2018-03-01","0",26478,1023,2455.2,0.0,1000.0,0.01,3455.21,0,0,"0     0"
"18DBB","1","","2018-02-21","41E","2018-01-01","0",38548,1329,3256.05,0.0,0.0,0.01,3256.06,0,0,"0     0"
"10GMH","1","","2018-03-22","41E","2018-03-01","0",59930,1024,3379.2,0.0,0.0,0.01,3379.21,0,0,"0     0"
"10GMJ","1","","2018-03-22","41E","2018-03-01","0",31956,1319,3825.1,0.0,40.0,150.0,4015.1,0,0,"0     0"
"10YY9","1","","2018-03-26","41E","2018-03-01","0",44156,1142,4049.53,0.0,0.0,0.01,4049.54,0,0,"0     0"
"10YYC","1","","2018-03-27","41E","2018-03-01","0",39529,975,2310.75,0.0,0.0,500.0,2810.75,0,0,"0     0"
"10YYF","1","","2018-03-28","41E","2018-03-01","0",1207,688,1788.8,0.0,0.0,500.0,2288.8,0,0,"0     0"
"10YYM","1","","2018-03-27","41E","2018-03-01","0",15318,949,3753.3,0.0,0.0,0.01,3753.31,0,0,"0     0"
"Z52H","1","","2018-03-22","41E","2018-03-01","0",3748,1071,2998.8,0.0,0.0,0.01,2998.81,0,0,"0     0"
"1BMDB","1","","2018-03-31","41E","2018-03-01","0",12100,700,1694.0,0.0,17.09,0.01,1711.1,0,0,"0     0"
"10J07","1","","2018-03-21","41E","2018-03-01","0",41335,935,2468.4,0.0,0.0,0.01,2468.41,0,0,"0     0"
"10J1Y","1","","2018-03-26","41E","2018-03-01","0",75344,960,2668.8,0.0,0.0,0.1,2668.9,0,0,"0     0"
"1BACR","1","","2018-04-01","41E","2018-03-01","0",6186,1179,2699.91,94.08,0.0,0.01,2794.0,0,0,"0     0"
"18P1G","1","","2018-03-22","41E","2018-03-01","0",7530,863,2157.5,0.0,600.0,0.01,2757.51,0,0,"0     0"
"10JVV","1","СУБАРЕНДА -4744","2018-03-20","41E","2018-03-01","0",91904,1000,2250.0,0.0,0.0,0.01,2250.01,0,0,"0     0"
"10JVW","1","+10%","2018-03-20","41E","2018-03-01","0",16151,1494,3361.5,582.0,0.0,0.01,3943.51,0,0,"0     0"
"10JVX","1","субаренда -317","2018-03-20","41E","2018-03-01","0",25881,1000,2420.0,0.0,0.0,0.01,2420.01,0,0,"0     0"
"10JVY","1","+10%","2018-03-20","41E","2018-03-01","0",18241,1123,2526.75,252.0,0.0,0.01,2778.76,0,0,"0     0"
"10JVZ","1","+5%","2018-03-20","41E","2018-03-01","0",7257,1349,3048.74,152.0,0.0,0.01,3200.75,0,0,"0     0"
"10JW0","1","","2018-03-20","41E","2018-03-01","0",47095,862,2290.33,0.0,0.0,0.01,2290.34,0,0,"0     0"
"10JW1","1","+10%","2018-03-20","41E","2018-03-01","0",5729,1466,3298.5,328.0,0.0,0.01,3626.51,0,0,"0     0"
"10JW2","1","суборенда - 597","2018-03-20","41E","2018-03-01","0",49047,703,1553.63,0.0,0.0,0.01,1553.64,0,0,"0     0"
"10JW3","1","","2018-03-20","41E","2018-03-01","0",86080,1080,3412.8,90.0,0.0,0.01,3502.81,0,0,"0     0"
"1AYOW","1","","2018-04-10","41E","2018-04-01","0",3064,971,2913.0,138.0,0.0,0.01,3051.01,0,0,"0     0"
"1BM9A","1","","2018-04-13","41E","2018-04-01","0",1943,171,581.4,0.0,0.0,0.01,581.41,0,0,"0     0"
"1AYP5","1","","2018-04-14","41E","2018-03-01","0",15070,615,1512.9,0.0,0.0,0.01,1512.91,0,0,"0     0"
"19PXV","1","","2018-04-10","41E","2018-04-01","0",23364,1042,3178.1,0.0,150.0,0.01,3328.11,0,0,"0     0"
"18CPQ","1","","2018-04-10","41E","2018-03-01","0",63380,1104,2528.16,121.0,0.0,0.01,2649.17,0,0,"0     0"
"18CQ2","1","","2018-04-10","41E","2018-03-01","0",56920,910,2083.9,0.0,0.0,0.01,2083.91,0,0,"0     0"
"1FG8R","1","перелимит 345.50 + комиссия банка 32 грн","2018-04-12","41E","2018-04-01","0",37973,790,1809.1,0.0,378.1,0.01,2187.21,0,0,"0     0"
"1FG8T","1","перелимит 345.50 + комиссия банка 32 грн","2018-04-12","41E","2018-04-01","0",41784,723,1655.67,0.0,378.1,0.01,2033.78,0,0,"0     0"
"18CQO","1","","2018-04-12","41E","2018-03-01","0",8959,510,1203.6,120.36,0.0,1000.0,2323.96,0,0,"0     0"
"1FG8U","1","перелимит 345.50 + комиссия банка 32 грн","2018-04-12","41E","2018-04-01","0",40488,1217,2017.49,378.1,0.0,0.01,2395.6,0,0,"0     0"
"18CRO","1","","2018-04-13","41E","2018-03-01","0",8378,770,2233.0,145.0,44.0,300.0,2722.0,0,0,"0     0"
"18CRV","1","","2018-04-15","41E","2018-03-01","0",18671,785,2386.4,0.0,7.59,0.01,2394.0,0,0,"0     0"
"18CSE","1","","2018-04-05","41E","2018-03-01","0",35172,1049,3126.02,0.0,1505.97,0.01,4632.0,0,0,"0     0"
"18CSJ","1","","2018-04-10","41E","2018-03-01","0",27409,586,1699.4,0.0,0.0,0.01,1699.41,0,0,"0     0"
"18P3Z","1","","2018-04-10","41E","2018-03-01","0",30177,1185,3555.0,0.0,0.0,0.01,3555.01,0,0,"0     0"
"18P49","1","","2018-04-10","41E","2018-03-01","0",33844,611,1833.0,0.0,60.0,0.01,1893.01,0,0,"0     0"
"18P4A","1","","2018-04-10","41E","2018-03-01","0",56148,1214,3338.5,0.0,1.49,0.01,3340.0,0,0,"0     0"
"18P5Q","1","","2018-04-10","41E","2018-03-01","0",47894,782,2346.0,0.0,0.0,0.01,2346.01,0,0,"0     0"
"18P5R","1","","2018-04-10","41E","2018-03-01","0",42920,996,2988.0,0.0,27.0,0.01,3015.01,0,0,"0     0"
"1BLUK","1","","2018-04-10","41E","2018-03-01","0",16975,1248,3744.0,0.0,0.0,0.01,3744.01,0,0,"0     0"
"18D37","1","","2018-04-10","41E","2018-03-01","0",13291,712,1922.4,0.0,0.0,0.01,1922.41,0,0,"0     0"
"1AZW0","1","прочее: услуги банка 37,68грн+ перелимит 478 грн","2018-04-12","41E","2018-03-01","0",41061,998,2285.42,0.0,515.6,0.01,2801.03,0,0,"0     0"
"1BMEJ","1","","2018-04-09","41E","2018-04-01","0",55050,1384,3044.8,0.0,139.0,0.01,3183.81,0,0,"0     0"
"1BMER","1","","2018-04-12","41E","2018-03-01","0",4205,678,2034.0,0.0,0.0,0.01,2034.01,0,0,"0     0"
"1AZWF","1","прочее: услуги банка 37,68грн+ перелимит 478 грн+потери 79,68","2018-04-12","41E","2018-03-01","0",39271,860,1892.0,78.68,515.6,0.01,2486.29,0,0,"0     0"
"1BMG2","1","","2018-04-13","41E","2018-03-01","0",3665,945,2835.0,0.0,0.0,0.01,2835.01,0,0,"0     0"
"1BMGX","1","","2018-04-13","41E","2018-04-01","0",6635,968,2381.28,0.0,1.71,0.01,2383.0,0,0,"0     0"
"1BYG7","1","","2018-04-16","41E","2018-04-01","0",1237,0,0.01,0.0,0.0,0.0,0.01,0,0,"0     0"
"18OTS","1","","2018-04-24","41E","2018-03-01","0",32015,651,1562.4,78.12,0.0,0.01,1640.53,0,0,"0     0"
"1KP3Z","1","200 - охрана","2018-05-25","41E","2018-04-01","0",37957,990,2800.0,0.0,200.0,0.01,3000.01,0,0,"0     0"
"1KPMS","1","","2018-04-20","41E","2018-04-01","0",34155,1057,2589.65,92.25,0.0,0.01,2681.91,0,0,"0     0"
"18CQE","1","","2018-04-20","41E","2018-04-01","0",4861,554,1357.3,0.0,0.0,0.01,1357.31,0,0,"0     0"
"1913J","1","","2018-04-20","41E","2018-04-01","0",92754,850,1997.5,0.0,0.0,0.01,1997.51,0,0,"0     0"
"1913N","1","","2018-04-20","41E","2018-04-01","0",27221,1340,3497.4,0.0,2.59,0.01,3500.0,0,0,"0     0"
"1913P","1","","2018-04-20","41E","2018-04-01","0",19528,1287,3024.45,333.14,0.0,0.01,3357.6,0,0,"0     0"
"1913U","1","","2018-04-20","41E","2018-04-01","0",47955,860,2347.8,0.0,0.28,0.01,2348.09,0,0,"0     0"
"1913X","1","","2018-04-20","41E","2018-04-01","0",6679,950,2232.5,223.24,0.0,0.01,2455.75,0,0,"0     0"
"19140","1","","2018-04-20","41E","2018-04-01","0",49813,766,1754.14,0.0,0.0,0.01,1754.15,0,0,"0     0"
"1AZDM","1","500 грн - ареда свет","2018-04-23","41E","2018-04-01","0",0,1035,2587.5,0.0,500.0,0.01,3087.51,0,0,"0     0"
"1AZV2","1","","2018-04-22","41E","2018-04-01","0",4570,822,2301.6,0.0,0.0,0.01,2301.61,0,0,"0     0"
"18CW9","1","","2018-04-17","41E","2018-04-01","0",4861,554,1357.3,0.0,0.0,0.01,1357.31,0,0,"0     0"
"1L5V0","1","160 грн -мусор, 250 грн -охрана, 65 грн -пожарн.безопасность, 250 грн- уборка +?","2018-04-30","41E","2018-04-01","0",49651,670,1835.8,0.0,535.0,685.0,3055.8,0,0,"0     0"
"1AZE7","1","","2018-04-30","41E","2018-04-01","0",27704,908,2115.64,211.56,0.79,0.01,2328.0,0,0,"0     0"
"1B9XO","1","","2018-04-30","41E","2018-04-01","0",48147,1245,2089.45,0.0,0.0,0.01,2089.46,0,0,"0     0"
"1AZEG","1","","2018-04-30","41E","2018-04-01","0",22913,679,2070.95,253.05,0.0,70.0,2394.0,0,0,"0     0"
"1B9ZA","1","","2018-04-30","41E","2018-04-01","0",0,0,1000.0,0.0,0.0,0.01,1000.01,0,0,"0     0"
"1BY0G","1","прочее 12.99 - комиссия банка","2018-04-30","41E","2018-04-01","0",31934,560,1282.4,17.0,12.99,1000.0,2312.39,0,0,"0     0"
"1BY0V","1","прочее 19.21 комиссия банка","2018-04-30","41E","2018-04-01","0",6911,817,1870.93,50.38,19.21,1000.0,2940.52,0,0,"0     0"
"1B9ZT","1","732+25 комиссия банка= 757 грн","2018-04-30","41E","2018-04-01","0",53648,740,1702.0,0.0,757.0,0.01,2459.01,0,0,"0     0"
"19DLI","1","","2018-04-21","41E","2018-04-01","0",44964,808,2865.17,35.0,0.0,0.01,2900.18,0,0,"0     0"
"1CW9B","1","","2018-04-30","41E","2018-04-01","0",53962,728,1789.04,0.0,0.0,0.01,1789.05,0,0,"0     0"
"1CW9G","1","","2018-04-30","41E","2018-04-01","0",29728,679,2342.55,0.0,0.0,0.01,2342.56,0,0,"0     0"
"1B9ZY","1","","2018-04-30","41E","2018-04-01","0",9316,2445,6186.0,0.0,0.0,0.01,6186.01,0,0,"0     0"
"1CW9S","1","","2018-04-30","41E","2018-04-01","0",26850,567,1407.0,0.0,0.0,0.01,1407.01,0,0,"0     0"
"1CW9W","1","","2018-04-30","41E","2018-04-01","0",29011,5263,2472.0,0.0,0.0,0.01,2472.01,0,0,"0     0"
"1D9T4","1","","2018-04-30","41E","2018-04-01","0",5061,757,1892.5,0.0,0.0,0.01,1892.51,0,0,"0     0"
"1E0U6","1","67,86 грн - вода","2018-05-01","41E","2018-04-01","0",39507,757,1883.74,0.0,67.86,0.01,1951.61,0,0,"0     0"
"1E0X5","1","","2018-04-30","41E","2018-04-01","0",31323,1128,2205.0,0.0,0.0,0.01,2205.01,0,0,"0     0"
"1AZO5","1","","2018-04-27","41E","2018-03-01","0",78828,768,2227.2,420.79,0.0,0.01,2648.0,0,0,"0     0"
